Solving multi-robot motion planning problem...
Collision constraint violation: Vehicles 25 and 27 will be 0.0619805m apart @ t = 4.73s
Collision constraint violation: Vehicles 25 and 31 will be 0.140071m apart @ t = 13.48s
Collision constraint violation: Vehicles 25 and 37 will be 0.0731523m apart @ t = 16.04s
Collision constraint violation: Vehicles 25 and 43 will be 0.144651m apart @ t = 17.51s
Collision constraint violation: Vehicles 26 and 27 will be 0.0342582m apart @ t = 2.68s
Collision constraint violation: Vehicles 26 and 28 will be 0.115396m apart @ t = 5.33s
Collision constraint violation: Vehicles 26 and 32 will be 0.0650229m apart @ t = 13.42s
Collision constraint violation: Vehicles 26 and 38 will be 0.0810427m apart @ t = 15.83s
Collision constraint violation: Vehicles 26 and 44 will be 0.106436m apart @ t = 17.98s
Collision constraint violation: Vehicles 27 and 39 will be 0.0835082m apart @ t = 16.22s
Collision constraint violation: Vehicles 27 and 45 will be 0.124286m apart @ t = 17.58s
Collision constraint violation: Vehicles 28 and 40 will be 0.0785838m apart @ t = 15.62s
Collision constraint violation: Vehicles 28 and 46 will be 0.0954703m apart @ t = 18.04s
Collision constraint violation: Vehicles 29 and 35 will be 0.0669026m apart @ t = 14.43s
Collision constraint violation: Vehicles 29 and 47 will be 0.113677m apart @ t = 17.56s
Collision constraint violation: Vehicles 30 and 36 will be 0.101219m apart @ t = 17.64s
Collision constraint violation: Vehicles 31 and 33 will be 0.0935551m apart @ t = 4.4s
Collision constraint violation: Vehicles 31 and 37 will be 0.0852514m apart @ t = 17.87s
Collision constraint violation: Vehicles 32 and 33 will be 0.11141m apart @ t = 2.45s
Collision constraint violation: Vehicles 32 and 38 will be 0.0463502m apart @ t = 17.42s
Collision constraint violation: Vehicles 32 and 44 will be 0.0944243m apart @ t = 19.82s
Collision constraint violation: Vehicles 33 and 39 will be 0.0595894m apart @ t = 17.88s
Collision constraint violation: Vehicles 33 and 45 will be 0.113699m apart @ t = 19.31s
Collision constraint violation: Vehicles 34 and 35 will be 0.10117m apart @ t = 2.65s
Collision constraint violation: Vehicles 34 and 46 will be 0.0587059m apart @ t = 19.87s
Collision constraint violation: Vehicles 35 and 47 will be 0.0454997m apart @ t = 19.34s
Collision constraint violation: Vehicles 36 and 42 will be 0.0930631m apart @ t = 21.17s
Collision constraint violation: Vehicles 37 and 43 will be 0.0503045m apart @ t = 20.98s
Collision constraint violation: Vehicles 38 and 40 will be 0.0635852m apart @ t = 5.41s
Collision constraint violation: Vehicles 38 and 44 will be 0.0649307m apart @ t = 21.51s
Collision constraint violation: Vehicles 39 and 41 will be 0.0685549m apart @ t = 5.27s
Collision constraint violation: Vehicles 39 and 45 will be 0.0916246m apart @ t = 21.03s
Collision constraint violation: Vehicles 40 and 41 will be 0.0860102m apart @ t = 2.72s
Collision constraint violation: Vehicles 40 and 46 will be 0.0900945m apart @ t = 21.34s
Collision constraint violation: Vehicles 41 and 47 will be 0.143255m apart @ t = 20.82s
Collision constraint violation: Vehicles 42 and 44 will be 0.129508m apart @ t = 4.7s
Collision constraint violation: Vehicles 42 and 46 will be 0.12318m apart @ t = 4.82s
Collision constraint violation: Vehicles 44 and 45 will be 0.131368m apart @ t = 2.56s
Collision constraint violation: Vehicles 45 and 47 will be 0.0523837m apart @ t = 6.19s
Collision constraint violation: Vehicles 46 and 47 will be 0.0692991m apart @ t = 2.61s
All the vehicles reached their goals!
Writing solution to text file...
